CVEGEO,year,state,municipality,crime_count,population,log_pop
26028,2022,Sonora,Granados,0,980.8,6.888368565181947
26029,2022,Sonora,Guaymas,63,158375.8,11.972725968912972
26030,2022,Sonora,Hermosillo,1432,966647.2,13.781588868154788
26031,2022,Sonora,Huachinera,0,1153.2,7.050295965764247
26032,2022,Sonora,Huásabas,0,873.2,6.7721646246757885
26033,2022,Sonora,Huatabampo,9,77355.8,11.256170837029755
26034,2022,Sonora,Huépac,0,900.8,6.803283257385426
26035,2022,Sonora,Imuris,5,12580.0,9.439863530254431
26036,2022,Sonora,Magdalena,14,33717.4,10.425769303567678
26037,2022,Sonora,Mazatán,2,1051.2,6.957687647730346
26038,2022,Sonora,Moctezuma,1,5271.6,8.570089200769734
26039,2022,Sonora,Naco,0,5648.6,8.639163005825445
26040,2022,Sonora,Nácori Chico,0,1427.0,7.2633296174768365
26041,2022,Sonora,Nacozari de García,2,14692.6,9.59509924465728
26042,2022,Sonora,Navojoa,21,165718.6,12.018046448171102
26043,2022,Sonora,Nogales,50,273680.0,12.519714819651487
26044,2022,Sonora,Onavas,0,358.2,5.881091489626612
26045,2022,Sonora,Opodepe,3,2350.0,7.762170607138205
26046,2022,Sonora,Oquitoa,0,506.6,6.227721737567575
26047,2022,Sonora,Pitiquito,4,9052.8,9.110829381107248
26048,2022,Sonora,Puerto Peñasco,16,63758.4,11.062856219046349
26049,2022,Sonora,Quiriego,0,3036.8,8.01855960841561
26050,2022,Sonora,Rayón,0,1475.4,7.2966844184502015
26051,2022,Sonora,Rosario,1,4750.8,8.466068303900085
26052,2022,Sonora,Sahuaripa,0,5104.4,8.53785819185982
26053,2022,Sonora,San Felipe de Jesús,0,363.6,5.896054362303324
26054,2022,Sonora,San Javier,0,546.0,6.302618975744905
26055,2022,Sonora,San Luis Río Colorado,133,203149.2,12.221695963431255
26056,2022,Sonora,San Miguel de Horcasitas,1,11198.4,9.323526189935276
26057,2022,Sonora,San Pedro de la Cueva,0,1428.8,7.264590210122234
26058,2022,Sonora,Santa Ana,7,16240.8,9.695281873586126
26059,2022,Sonora,Santa Cruz,0,1802.4,7.496874389118035
26060,2022,Sonora,Sáric,0,1929.0,7.564757012905729
26061,2022,Sonora,Soyopa,1,1384.8,7.233311003861999
26062,2022,Sonora,Suaqui Grande,0,1112.6,7.014454897641193
26063,2022,Sonora,Tepache,0,1140.6,7.039309718722438
26064,2022,Sonora,Trincheras,1,1311.0,7.1785454837637
26065,2022,Sonora,Tubutama,0,1420.6,7.25883459656371
26066,2022,Sonora,Ures,2,8420.6,9.03843636360494
26067,2022,Sonora,Villa Hidalgo,0,1367.2,7.220520131801381
26068,2022,Sonora,Villa Pesqueira,0,1000.8,6.908554959152701
26069,2022,Sonora,Yécora,0,4542.4,8.421210785718706
26070,2022,Sonora,General Plutarco Elías Calles,9,13222.0,9.489637387893524
26071,2022,Sonora,Benito Juárez,1,21628.6,9.981771791933262
26072,2022,Sonora,San Ignacio Río Muerto,13,14307.6,9.568546143600086
27001,2022,Tabasco,Balancán,1,58881.0,10.983273736954189
27002,2022,Tabasco,Cárdenas,5,242178.6,12.397430749467468
27003,2022,Tabasco,Centla,6,108855.2,11.597773837685168
27004,2022,Tabasco,Centro,213,692256.6,13.447711975115602
27005,2022,Tabasco,Comalcalco,12,219292.0,12.298159454032417
27006,2022,Tabasco,Cunduacán,5,139425.2,11.845283535719698
27007,2022,Tabasco,Emiliano Zapata,2,32713.6,10.395546172562694
27008,2022,Tabasco,Huimanguillo,7,193205.0,12.17150708034286
27009,2022,Tabasco,Jalapa,0,38020.6,10.545883397085705
27010,2022,Tabasco,Jalpa de Méndez,1,92750.8,11.437671605769411
27011,2022,Tabasco,Jonuta,4,31055.4,10.343527985283982
27012,2022,Tabasco,Macuspana,22,159694.8,11.981019772621009
27013,2022,Tabasco,Nacajuca,6,157346.8,11.966207565457031
27014,2022,Tabasco,Paraíso,6,98765.2,11.50050059496891
27015,2022,Tabasco,Tacotalpa,3,48225.6,10.78364527937616
27016,2022,Tabasco,Teapa,0,59750.6,10.997934511584342
27017,2022,Tabasco,Tenosique,6,62980.0,11.050572494655016
28001,2022,Tamaulipas,Abasolo,1,9372.4,9.145524479041278
28002,2022,Tamaulipas,Aldama,2,28576.0,10.260322483676225
28003,2022,Tamaulipas,Altamira,26,281347.8,12.547346905388876
28004,2022,Tamaulipas,Antiguo Morelos,1,8819.4,9.084709119475997
28005,2022,Tamaulipas,Burgos,0,4189.4,8.340312804571665
28006,2022,Tamaulipas,Bustamante,1,7523.2,8.92574685834575
28007,2022,Tamaulipas,Camargo,1,16868.6,9.733209184544489
28008,2022,Tamaulipas,Casas,0,4087.0,8.315566483564277
28009,2022,Tamaulipas,Ciudad Madero,15,207676.4,12.243736377987066
28010,2022,Tamaulipas,Cruillas,0,1603.0,7.3796321526095525
28011,2022,Tamaulipas,Gómez Farías,1,8188.4,9.010473797566465
28012,2022,Tamaulipas,González,2,41077.0,10.623203633138218
28013,2022,Tamaulipas,Güémez,3,14906.6,9.609559346878957
28014,2022,Tamaulipas,Guerrero,1,3668.2,8.207456357516932
28015,2022,Tamaulipas,Gustavo Díaz Ordaz,1,15657.4,9.658698927663542
28016,2022,Tamaulipas,Hidalgo,1,15655.8,9.65859673433923
28017,2022,Tamaulipas,Jaumave,2,16171.8,9.691024263630021
28018,2022,Tamaulipas,Jiménez,1,5982.4,8.696577104222849
28019,2022,Tamaulipas,Llera,1,14107.4,9.554454761390032
28020,2022,Tamaulipas,Mainero,0,1941.8,7.571370656936044
28021,2022,Tamaulipas,El Mante,17,104214.4,11.554205594530599
28022,2022,Tamaulipas,Matamoros,46,552536.2,13.22227423058967
28023,2022,Tamaulipas,Méndez,1,4230.0,8.349957272040324
28024,2022,Tamaulipas,Mier,0,6709.6,8.811294615670201
28025,2022,Tamaulipas,Miguel Alemán,3,26081.4,10.168977695581413
28026,2022,Tamaulipas,Miquihuana,0,3742.0,8.227375506834035
28027,2022,Tamaulipas,Nuevo Laredo,29,433263.0,12.979100212898029
28028,2022,Tamaulipas,Nuevo Morelos,2,3895.8,8.267654328742497
28029,2022,Tamaulipas,Ocampo,3,13235.6,9.490665447974395
28030,2022,Tamaulipas,Padilla,2,13537.6,9.513226278170237
28031,2022,Tamaulipas,Palmillas,0,1941.4,7.571164641278126
28032,2022,Tamaulipas,Reynosa,67,723942.2,13.492466833926786
28033,2022,Tamaulipas,Río Bravo,6,135329.0,11.815464129698684
28034,2022,Tamaulipas,San Carlos,0,7027.0,8.857515151192198
28035,2022,Tamaulipas,San Fernando,0,50242.0,10.824606609266924
28036,2022,Tamaulipas,San Nicolás,0,905.0,6.807934943699926
28037,2022,Tamaulipas,Soto la Marina,1,23454.8,10.062830443759673
28038,2022,Tamaulipas,Tampico,37,297563.6,12.603383262632414
28039,2022,Tamaulipas,Tula,0,28361.6,10.25279139654408
28040,2022,Tamaulipas,Valle Hermoso,0,59432.0,10.992588080831641
28041,2022,Tamaulipas,Victoria,75,355235.0,12.780534821281831
28042,2022,Tamaulipas,Villagrán,0,5170.0,8.550627967502475
28043,2022,Tamaulipas,Xicoténcatl,3,22102.0,10.003423381148728
29001,2022,Tlaxcala,Amaxac de Guerrero,0,11708.6,9.368078893509285
29002,2022,Tlaxcala,Apetatitlán de Antonio Carvajal,5,16531.4,9.71301688172355
29003,2022,Tlaxcala,Atlangatepec,1,7300.8,8.895739210173138
29004,2022,Tlaxcala,Atltzayanca,2,18546.2,9.828020195298574
29005,2022,Tlaxcala,Apizaco,15,81571.6,11.309236441156807
29006,2022,Tlaxcala,Calpulalpan,9,52445.0,10.867520280395704
29007,2022,Tlaxcala,El Carmen Tequexquitla,3,17724.8,9.782720067838785
29008,2022,Tlaxcala,Cuapiaxtla,2,16732.2,9.725090285634328
29009,2022,Tlaxcala,Cuaxomulco,0,6100.4,8.716109621782028
29010,2022,Tlaxcala,Chiautempan,11,74628.2,11.220273730847563
29011,2022,Tlaxcala,Muñoz de Domingo Arenas,0,4849.0,8.486527777105353
29012,2022,Tlaxcala,Españita,0,9619.4,9.17153717165229
29013,2022,Tlaxcala,Huamantla,8,101521.0,11.528020952615563
29014,2022,Tlaxcala,Hueyotlipan,3,15452.2,9.645506667010718
29015,2022,Tlaxcala,Ixtacuixtla de Mariano Matamoros,8,39731.6,10.589902119832642
29016,2022,Tlaxcala,Ixtenco,0,7646.6,8.942016383581432
29017,2022,Tlaxcala,Mazatecochco de José María Morelos,0,11962.4,9.389523676269635
29018,2022,Tlaxcala,Contla de Juan Cuamatzi,1,39278.0,10.57841984467517
29019,2022,Tlaxcala,Tepetitla de Lardizábal,5,22983.8,10.04254489891573
29020,2022,Tlaxcala,Sanctórum de Lázaro Cárdenas,2,9623.6,9.171973694030992
29021,2022,Tlaxcala,Nanacamilpa de Mariano Arista,1,19095.2,9.857192273550824
29022,2022,Tlaxcala,Acuamanala de Miguel Hidalgo,0,6576.2,8.791212349898835
29023,2022,Tlaxcala,Natívitas,3,26846.6,10.197894462496109
29024,2022,Tlaxcala,Panotla,3,29002.8,10.275147656031931
29025,2022,Tlaxcala,San Pablo del Monte,5,85302.6,11.353960213671751
29026,2022,Tlaxcala,Santa Cruz Tlaxcala,1,25345.6,10.140360423934586
29027,2022,Tlaxcala,Tenancingo,0,13216.2,9.489198628818167
29028,2022,Tlaxcala,Teolocholco,3,25974.2,10.16485901664809
29029,2022,Tlaxcala,Tepeyanco,1,13784.0,9.531263778207766
29030,2022,Tlaxcala,Terrenate,0,15815.0,9.66871413573975
29031,2022,Tlaxcala,Tetla de la Solidaridad,2,36588.8,10.507497461629598
29032,2022,Tlaxcala,Tetlatlahuca,1,13791.2,9.531785986580768
29033,2022,Tlaxcala,Tlaxcala,21,101916.2,11.531906185966493
29034,2022,Tlaxcala,Tlaxco,4,46537.8,10.748020164574376
29035,2022,Tlaxcala,Tocatlán,0,6435.0,8.769507120030227
29036,2022,Tlaxcala,Totolac,9,22909.8,10.039320045597128
29037,2022,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,0,9403.6,9.148847873663867
29038,2022,Tlaxcala,Tzompantepec,5,18685.0,9.835476341919584
29039,2022,Tlaxcala,Xaloztoc,6,26374.6,10.180156704786587
29040,2022,Tlaxcala,Xaltocan,1,10765.8,9.284129721946677
29041,2022,Tlaxcala,Papalotla de Xicohténcatl,1,34799.4,10.45735542423462
29042,2022,Tlaxcala,Xicohtzinco,1,14585.4,9.587776307362844
29043,2022,Tlaxcala,Yauhquemehcan,10,44074.2,10.693629856222158
29044,2022,Tlaxcala,Zacatelco,8,47129.6,10.760656532718595
29045,2022,Tlaxcala,Benito Juárez,2,6315.8,8.75080970926302
29046,2022,Tlaxcala,Emiliano Zapata,0,5112.0,8.53934599605737
29047,2022,Tlaxcala,Lázaro Cárdenas,1,3687.0,8.212568398234145
29048,2022,Tlaxcala,La Magdalena Tlaltelulco,0,19476.4,9.87695875518986
29049,2022,Tlaxcala,San Damián Texóloc,1,6048.0,8.70748291785937
29050,2022,Tlaxcala,San Francisco Tetlanohcan,3,12137.2,9.404030395507299
29051,2022,Tlaxcala,San Jerónimo Zacualpan,0,4194.2,8.341457897497019
29052,2022,Tlaxcala,San José Teacalco,1,6591.2,8.79349070500138
29053,2022,Tlaxcala,San Juan Huactzinco,0,7861.4,8.96971998661064
29054,2022,Tlaxcala,San Lorenzo Axocomanitla,0,5817.8,8.668677462390024
29055,2022,Tlaxcala,San Lucas Tecopilco,0,3125.8,8.047445529408094
29056,2022,Tlaxcala,Santa Ana Nopalucan,1,8171.0,9.008346579384707
29057,2022,Tlaxcala,Santa Apolonia Teacalco,0,4693.4,8.453912545488494
29058,2022,Tlaxcala,Santa Catarina Ayometla,1,9757.2,9.185760753001793
29059,2022,Tlaxcala,Santa Cruz Quilehtla,1,8040.8,8.99228385971053
29060,2022,Tlaxcala,Santa Isabel Xiloxoxtla,1,5644.4,8.638419182183606
30001,2022,Veracruz de Ignacio de la Llave,Acajete,2,9996.6,9.210000314163079
30002,2022,Veracruz de Ignacio de la Llave,Acatlán,0,3512.2,8.163997900741753
30003,2022,Veracruz de Ignacio de la Llave,Acayucan,41,80214.6,11.292460822174226
30004,2022,Veracruz de Ignacio de la Llave,Actopan,5,41891.6,10.642840608484995
30005,2022,Veracruz de Ignacio de la Llave,Acula,0,5277.8,8.571264623203964
30006,2022,Veracruz de Ignacio de la Llave,Acultzingo,4,23525.4,10.065835967497126
30007,2022,Veracruz de Ignacio de la Llave,Camarón de Tejeda,0,6600.8,8.794946132790134
30008,2022,Veracruz de Ignacio de la Llave,Alpatláhuac,0,10467.4,9.256020944468156
30009,2022,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,3,28217.4,10.24769408792344
30010,2022,Veracruz de Ignacio de la Llave,Altotonga,4,65001.6,11.082167163959436
30011,2022,Veracruz de Ignacio de la Llave,Alvarado,9,58051.0,10.969077213506518
30012,2022,Veracruz de Ignacio de la Llave,Amatitlán,1,7941.8,8.979895228800451
30013,2022,Veracruz de Ignacio de la Llave,Naranjos Amatlán,2,26702.0,10.19249374795004
30014,2022,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,13,47892.4,10.776712106927471
30015,2022,Veracruz de Ignacio de la Llave,Angel R. Cabada,6,33901.2,10.431205690972128
30016,2022,Veracruz de Ignacio de la Llave,La Antigua,11,29318.4,10.285970584252368
30017,2022,Veracruz de Ignacio de la Llave,Apazapan,0,4845.4,8.485785080256557
30018,2022,Veracruz de Ignacio de la Llave,Aquila,0,2014.2,7.6079773732140445
30019,2022,Veracruz de Ignacio de la Llave,Astacinga,0,7091.8,8.866694466006827
30020,2022,Veracruz de Ignacio de la Llave,Atlahuilco,0,11927.6,9.386610321341703
30021,2022,Veracruz de Ignacio de la Llave,Atoyac,9,23556.0,10.067135844064461
30022,2022,Veracruz de Ignacio de la Llave,Atzacan,1,23168.6,10.050553192640157
30023,2022,Veracruz de Ignacio de la Llave,Atzalan,1,49336.6,10.806421478102163
30024,2022,Veracruz de Ignacio de la Llave,Tlaltetela,4,16859.4,9.732663643733995
30025,2022,Veracruz de Ignacio de la Llave,Ayahualulco,1,27569.2,10.224454486549325
30026,2022,Veracruz de Ignacio de la Llave,Banderilla,7,26882.4,10.19922707636564
30027,2022,Veracruz de Ignacio de la Llave,Benito Juárez,1,16005.6,9.680693939986206
30028,2022,Veracruz de Ignacio de la Llave,Boca del Río,72,145848.4,11.890323005060857
30029,2022,Veracruz de Ignacio de la Llave,Calcahualco,1,13855.4,9.536430327324219
30030,2022,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,9,41846.4,10.641761050712184
30031,2022,Veracruz de Ignacio de la Llave,Carrillo Puerto,2,19403.0,9.873182972271273
30032,2022,Veracruz de Ignacio de la Llave,Catemaco,8,49622.6,10.812201654099574
30033,2022,Veracruz de Ignacio de la Llave,Cazones de Herrera,4,24608.6,10.11085125432282
30034,2022,Veracruz de Ignacio de la Llave,Cerro Azul,2,24853.0,10.120733748584254
30035,2022,Veracruz de Ignacio de la Llave,Citlaltépetl,1,11181.8,9.322042735538602
30036,2022,Veracruz de Ignacio de la Llave,Coacoatzintla,0,11338.4,9.335950473852696
30037,2022,Veracruz de Ignacio de la Llave,Coahuitlán,1,8249.2,9.017871504929891
30038,2022,Veracruz de Ignacio de la Llave,Coatepec,37,95354.0,11.465351560856577
30039,2022,Veracruz de Ignacio de la Llave,Coatzacoalcos,140,311785.6,12.650071051088394
30040,2022,Veracruz de Ignacio de la Llave,Coatzintla,6,56349.0,10.93931977308153
30041,2022,Veracruz de Ignacio de la Llave,Coetzala,0,2397.2,7.78205666858403
30042,2022,Veracruz de Ignacio de la Llave,Colipa,2,5746.0,8.656259239539235
30043,2022,Veracruz de Ignacio de la Llave,Comapa,0,20108.6,9.908902863237397
30044,2022,Veracruz de Ignacio de la Llave,Córdoba,142,206357.0,12.237362957551808
30045,2022,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,12,54211.2,10.900642808146626
30046,2022,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,2,16266.8,9.696881499860847
30047,2022,Veracruz de Ignacio de la Llave,Coscomatepec,4,60863.2,11.016384001759793
30048,2022,Veracruz de Ignacio de la Llave,Cosoleacaque,26,133538.6,11.802145853606717
30049,2022,Veracruz de Ignacio de la Llave,Cotaxtla,152,22518.0,10.022070268363075
30050,2022,Veracruz de Ignacio de la Llave,Coxquihui,1,16501.2,9.7111883845169
30051,2022,Veracruz de Ignacio de la Llave,Coyutla,2,23350.8,10.05838652375211
30052,2022,Veracruz de Ignacio de la Llave,Cuichapa,1,11913.8,9.385452671074422
30053,2022,Veracruz de Ignacio de la Llave,Cuitláhuac,7,28437.0,10.25544639312115
30054,2022,Veracruz de Ignacio de la Llave,Chacaltianguis,4,11416.6,9.342823715589153
30055,2022,Veracruz de Ignacio de la Llave,Chalma,0,13707.2,9.52567652120978
30056,2022,Veracruz de Ignacio de la Llave,Chiconamel,0,6581.6,8.792033155854721
30057,2022,Veracruz de Ignacio de la Llave,Chiconquiaco,1,14019.2,9.54818309761958
30058,2022,Veracruz de Ignacio de la Llave,Chicontepec,4,53633.2,10.889923558293116
30059,2022,Veracruz de Ignacio de la Llave,Chinameca,3,24122.8,10.090912730339126
30060,2022,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,0,16482.4,9.71004842392825
30061,2022,Veracruz de Ignacio de la Llave,Las Choapas,14,81810.8,11.312164543215586
30062,2022,Veracruz de Ignacio de la Llave,Chocamán,0,21286.6,9.965833045744835
30063,2022,Veracruz de Ignacio de la Llave,Chontla,0,13093.2,9.479848290449054
30064,2022,Veracruz de Ignacio de la Llave,Chumatlán,0,4031.8,8.301968205346324
30065,2022,Veracruz de Ignacio de la Llave,Emiliano Zapata,31,90243.2,11.410263527096067
30066,2022,Veracruz de Ignacio de la Llave,Espinal,7,27086.4,10.206787035882986
30067,2022,Veracruz de Ignacio de la Llave,Filomeno Mata,1,19731.2,9.889956418251776
30068,2022,Veracruz de Ignacio de la Llave,Fortín,30,67694.4,11.122758737606086
30069,2022,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,13,24031.4,10.087116587541136
30070,2022,Veracruz de Ignacio de la Llave,Hidalgotitlán,0,18274.6,9.81326739655354
30071,2022,Veracruz de Ignacio de la Llave,Huatusco,22,60991.8,11.018494707889925
30072,2022,Veracruz de Ignacio de la Llave,Huayacocotla,3,22002.2,9.998897727340786
30073,2022,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,1,41674.2,10.637637511273978
30074,2022,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,1,7401.6,8.90945147203712
30075,2022,Veracruz de Ignacio de la Llave,Ignacio de la Llave,0,16405.8,9.705390209826435
30076,2022,Veracruz de Ignacio de la Llave,Ilamatlán,0,13337.4,9.49832739792492
30077,2022,Veracruz de Ignacio de la Llave,Isla,17,42927.4,10.667265595676188
30078,2022,Veracruz de Ignacio de la Llave,Ixcatepec,1,12312.2,9.418345919701268
30079,2022,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,0,11519.6,9.35180521142483
30080,2022,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,0,23477.0,10.063776497465508
30081,2022,Veracruz de Ignacio de la Llave,Ixhuatlancillo,5,28524.0,10.258501117148194
30082,2022,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,4,16016.6,9.681380963390762
30083,2022,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,4,51039.2,10.840349243914643
30084,2022,Veracruz de Ignacio de la Llave,Ixmatlahuacan,1,5543.4,8.620363309904754
30085,2022,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,17,75727.8,11.234900611111483
30086,2022,Veracruz de Ignacio de la Llave,Jalacingo,7,48003.4,10.7790271207148
30087,2022,Veracruz de Ignacio de la Llave,Xalapa,363,494651.6,13.111608955356468
30088,2022,Veracruz de Ignacio de la Llave,Jalcomulco,1,5076.8,8.532436420828931
30089,2022,Veracruz de Ignacio de la Llave,Jáltipan,9,38468.2,10.557587204945404
30090,2022,Veracruz de Ignacio de la Llave,Jamapa,1,11283.2,9.331070172763496
30091,2022,Veracruz de Ignacio de la Llave,Jesús Carranza,3,28812.8,10.268575011832304
30092,2022,Veracruz de Ignacio de la Llave,Xico,10,40510.0,10.609304136196736
30093,2022,Veracruz de Ignacio de la Llave,Jilotepec,8,16839.4,9.731476657707892
30094,2022,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,5,38601.8,10.561054186490031
30095,2022,Veracruz de Ignacio de la Llave,Juchique de Ferrer,2,14793.4,9.601936414342795
30096,2022,Veracruz de Ignacio de la Llave,Landero y Coss,0,1542.4,7.341094923856281
30097,2022,Veracruz de Ignacio de la Llave,Lerdo de Tejada,5,18919.4,9.847943129629446
30098,2022,Veracruz de Ignacio de la Llave,Magdalena,0,3374.8,8.124091342291472
30099,2022,Veracruz de Ignacio de la Llave,Maltrata,8,18612.8,9.831604795062502
30100,2022,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,1,24184.6,10.093471345943135
30101,2022,Veracruz de Ignacio de la Llave,Mariano Escobedo,5,39615.8,10.586983307566259
30102,2022,Veracruz de Ignacio de la Llave,Martínez de la Torre,64,110338.8,11.611310911291481
30103,2022,Veracruz de Ignacio de la Llave,Mecatlán,1,12997.2,9.472489228629692
30104,2022,Veracruz de Ignacio de la Llave,Mecayapan,0,17094.2,9.746494503669219
30105,2022,Veracruz de Ignacio de la Llave,Medellín de Bravo,17,102417.2,11.536809946232374
30106,2022,Veracruz de Ignacio de la Llave,Miahuatlán,0,4923.4,8.501754627727045
30107,2022,Veracruz de Ignacio de la Llave,Las Minas,0,2941.4,7.9866409374662135
30108,2022,Veracruz de Ignacio de la Llave,Minatitlán,38,142163.2,11.86473097242325
30109,2022,Veracruz de Ignacio de la Llave,Misantla,10,66329.4,11.102388516798001
30110,2022,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,0,12472.6,9.431289517341856
30111,2022,Veracruz de Ignacio de la Llave,Moloacán,1,16567.6,9.715204259857853
30112,2022,Veracruz de Ignacio de la Llave,Naolinco,4,23351.0,10.058395088732475
30113,2022,Veracruz de Ignacio de la Llave,Naranjal,0,4635.4,8.44147777416846
30114,2022,Veracruz de Ignacio de la Llave,Nautla,0,10161.2,9.22633182439423
30115,2022,Veracruz de Ignacio de la Llave,Nogales,17,37839.2,10.541100881293278
30116,2022,Veracruz de Ignacio de la Llave,Oluta,2,17475.6,9.768560901276535
30117,2022,Veracruz de Ignacio de la Llave,Omealca,5,24015.4,10.086450570216718
30118,2022,Veracruz de Ignacio de la Llave,Orizaba,33,123619.4,11.724962769617923
30119,2022,Veracruz de Ignacio de la Llave,Otatitlán,3,5731.2,8.653680211866392
30120,2022,Veracruz de Ignacio de la Llave,Oteapan,1,9418.6,9.150441736567831
30121,2022,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,0,22652.0,10.028003427233696
30122,2022,Veracruz de Ignacio de la Llave,Pajapan,1,18479.4,9.824411877136125
30123,2022,Veracruz de Ignacio de la Llave,Pánuco,15,95964.0,11.47172840011989
30124,2022,Veracruz de Ignacio de la Llave,Papantla,62,160172.2,11.984004765474143
30125,2022,Veracruz de Ignacio de la Llave,Paso del Macho,11,32439.8,10.38714134298223
30126,2022,Veracruz de Ignacio de la Llave,Paso de Ovejas,0,33615.2,10.422733624610263
30127,2022,Veracruz de Ignacio de la Llave,La Perla,5,29180.0,10.281238822076777
30128,2022,Veracruz de Ignacio de la Llave,Perote,12,79122.0,11.278746244035753
30129,2022,Veracruz de Ignacio de la Llave,Platón Sánchez,4,18086.0,9.802893437300426
30130,2022,Veracruz de Ignacio de la Llave,Playa Vicente,4,38995.6,10.57120409823425
30131,2022,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,50,188686.2,12.147840596726885
30132,2022,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,3,20768.4,9.941187879718953
30133,2022,Veracruz de Ignacio de la Llave,Pueblo Viejo,1,58419.2,10.975399881907538
30134,2022,Veracruz de Ignacio de la Llave,Puente Nacional,4,23932.2,10.082980111486535
30135,2022,Veracruz de Ignacio de la Llave,Rafael Delgado,11,24903.4,10.122759619315957
30136,2022,Veracruz de Ignacio de la Llave,Rafael Lucio,2,8607.0,9.060331104649475
30137,2022,Veracruz de Ignacio de la Llave,Los Reyes,0,6472.8,8.77536406049363
30138,2022,Veracruz de Ignacio de la Llave,Río Blanco,9,42027.2,10.646072306698404
30139,2022,Veracruz de Ignacio de la Llave,Saltabarranca,0,6169.6,8.727389284976171
30140,2022,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,2,3217.8,8.076453175216935
30141,2022,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,26,163440.8,12.004206124242128
30142,2022,Veracruz de Ignacio de la Llave,San Juan Evangelista,0,32470.2,10.388078024609797
30143,2022,Veracruz de Ignacio de la Llave,Santiago Tuxtla,2,57216.6,10.954599345055383
30144,2022,Veracruz de Ignacio de la Llave,Sayula de Alemán,10,32485.2,10.388539879983382
30145,2022,Veracruz de Ignacio de la Llave,Soconusco,5,17010.8,9.74160371544212
30146,2022,Veracruz de Ignacio de la Llave,Sochiapa,0,4009.6,8.296446764701749
30147,2022,Veracruz de Ignacio de la Llave,Soledad Atzompa,0,25217.6,10.135297442421276
30148,2022,Veracruz de Ignacio de la Llave,Soledad de Doblado,1,28354.4,10.252537499935055
30149,2022,Veracruz de Ignacio de la Llave,Soteapan,0,34742.8,10.455727635280642
30150,2022,Veracruz de Ignacio de la Llave,Tamalín,1,11715.0,9.368625350941896
30151,2022,Veracruz de Ignacio de la Llave,Tamiahua,2,21564.8,9.978817634751898
30152,2022,Veracruz de Ignacio de la Llave,Tampico Alto,0,11424.8,9.343541710138723
30153,2022,Veracruz de Ignacio de la Llave,Tancoco,0,5779.4,8.66205515004981
30154,2022,Veracruz de Ignacio de la Llave,Tantima,0,11826.4,9.37808959958688
30155,2022,Veracruz de Ignacio de la Llave,Tantoyuca,20,99602.2,11.50893953168216
30156,2022,Veracruz de Ignacio de la Llave,Tatatila,0,6132.4,8.721341469436299
30157,2022,Veracruz de Ignacio de la Llave,Castillo de Teayo,2,20441.4,9.925317535122778
30158,2022,Veracruz de Ignacio de la Llave,Tecolutla,9,24436.0,10.103812733769658
30159,2022,Veracruz de Ignacio de la Llave,Tehuipango,1,30927.4,10.339397801363399
30160,2022,Veracruz de Ignacio de la Llave,Álamo Temapache,18,107824.2,11.588257402058888
30161,2022,Veracruz de Ignacio de la Llave,Tempoal,6,34298.4,10.442853984835695
30162,2022,Veracruz de Ignacio de la Llave,Tenampa,0,6488.2,8.7777404214607
30163,2022,Veracruz de Ignacio de la Llave,Tenochtitlán,0,5003.6,8.517912932340586
30164,2022,Veracruz de Ignacio de la Llave,Teocelo,5,17083.0,9.745839095947058
30165,2022,Veracruz de Ignacio de la Llave,Tepatlaxco,0,9060.2,9.111646473848563
30166,2022,Veracruz de Ignacio de la Llave,Tepetlán,3,9485.2,9.157487968071955
30167,2022,Veracruz de Ignacio de la Llave,Tepetzintla,0,14753.0,9.599201730917567
30168,2022,Veracruz de Ignacio de la Llave,Tequila,0,16682.0,9.722085572801557
30169,2022,Veracruz de Ignacio de la Llave,José Azueta,2,22451.0,10.019090435608215
30170,2022,Veracruz de Ignacio de la Llave,Texcatepec,0,10863.4,9.293154619996463
30171,2022,Veracruz de Ignacio de la Llave,Texhuacán,0,5631.6,8.636148872588372
30172,2022,Veracruz de Ignacio de la Llave,Texistepec,1,19870.2,9.89697640092047
30173,2022,Veracruz de Ignacio de la Llave,Tezonapa,5,54927.6,10.913771233410543
